Date,Timestamp,Event,NarrativeEvent,InputBlockNo,InputNo,TrialNumber,FeedbackType,BlockResult,WinCount,LossCount,Lane,Column,FishType,KeyCode,SequenceTime_ms,TimeSinceLastKey_ms,KeyOrder,KeyType,ExpectedKey1,ExpectedKey2,SequenceNumber,SequenceComposition,SequenceSpeed,SequenceValidity,SequenceType,SequenceWindowClosure,TargetFabInputRate,TargetRecognitionRate,StartPolicyReview,Trials,InterTrialIntervalSeconds,InputWindowSeconds,GameState,GamePolicy,CurrentRecognitionRate,FabAlarmFixationPoint,FabAlarmVariability,CurrentFabRate,CurrentFabAlarm,InputConfidence,InputValidity,InputType,InputNumber
2020-05-11,10:29:53.4099,Running,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,NA,1,0,25,NA,NA,NA,NA,NA,NA,
2020-05-11,10:29:53.4148,[gameevent],HookMoved,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,NA,1,0,25,NA,NA,NA,NA,NA,NA,
2020-05-11,10:29:53.4028,KeyDown,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,DownArrow,0,0,NA,WrongKey,H,K,0,Mistyped,Fast,Accepted,HKJL,ClosedByDeadzone,0,1,0,4,1000,2,1,Running,NA,NA,1,0,25,NA,NA,0,Rejected,KeySequence,0,
2020-05-11,10:29:54.1488,KeySequenceStopped,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,0,766738,0,766738,NA,NA,NA,NA,0,Mistyped,Fast,Accepted,HKJL,ClosedByDeadzone,0,1,0,4,1000,2,1,Running,NA,NA,1,0,25,NA,NA,0,Rejected,KeySequence,0,
2020-05-11,10:29:56.5309,[gameevent],HookMoved,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,NA,1,0,25,NA,NA,0,Rejected,KeySequence,0,
2020-05-11,10:29:56.5309,KeyDown,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,DownArrow,0,0,NA,WrongKey,H,K,1,Mistyped,Fast,Accepted,HKJL,ClosedByDeadzone,0,1,0,4,1000,2,1,Running,NA,NA,1,0,25,NA,NA,0,Rejected,KeySequence,1,
2020-05-11,10:29:57.2638,KeySequenceStopped,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,0,7500133,0,7500133,NA,NA,NA,NA,1,Mistyped,Fast,Accepted,HKJL,ClosedByDeadzone,0,1,0,4,1000,2,1,Running,NA,NA,1,0,25,NA,NA,0,Rejected,KeySequence,1,
2020-05-11,10:30:00.4149,[gameevent],FishHooked,1,1,1,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,NA,1,0,25,NA,NA,0,Rejected,KeySequence,1,
2020-05-11,10:30:02.3988,InputWindowOpen,NA,1,1,1,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,NA,1,0,25,NA,NA,0,Rejected,KeySequence,1,
2020-05-11,10:30:02.3988,[gameevent],NextTrialStarted,1,1,1,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,NA,1,0,25,NA,NA,0,Rejected,KeySequence,1,
2020-05-11,10:30:02.6480,KeyDown,NA,1,1,1,NA,NA,NA,NA,2,3,NA,H,0,0,0,CorrectKey,H,K,2,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0,4,1000,2,1,Running,NA,NA,1,0,25,NA,NA,1,Accepted,KeySequence,2,
2020-05-11,10:30:02.8144,KeyDown,NA,1,1,1,NA,NA,NA,NA,2,3,NA,K,0,1668431,0,1668431,1,CorrectKey,H,K,2,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0,4,1000,2,1,Running,NA,NA,1,0,25,NA,NA,1,Accepted,KeySequence,2,
2020-05-11,10:30:02.9482,KeyDown,NA,1,1,1,NA,NA,NA,NA,2,3,NA,J,0,3000792,0,1332361,2,CorrectKey,J,None,2,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0,4,1000,2,1,Running,NA,NA,1,0,25,NA,NA,1,Accepted,KeySequence,2,
2020-05-11,10:30:03.1480,KeyDown,NA,1,1,1,NA,NA,NA,NA,2,3,NA,L,0,5000225,0,1999433,3,CorrectKey,L,None,2,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0,4,1000,2,1,Running,NA,NA,1,0,25,NA,NA,1,Accepted,KeySequence,2,
2020-05-11,10:30:03.1480,KeySequenceStopped,NA,1,1,1,NA,NA,NA,NA,2,3,NA,NA,0,5168962,0,0168737,NA,NA,NA,NA,2,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0,4,1000,2,1,Running,NA,NA,1,0,25,NA,NA,1,Accepted,KeySequence,2,
2020-05-11,10:30:03.1490,[gameevent],InputAccepted,1,1,1,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,NA,1,0,25,NA,NA,1,Accepted,KeySequence,2,
2020-05-11,10:30:03.1490,InputWindowClosed,NA,1,1,1,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,NA,1,0,25,NA,NA,1,Accepted,KeySequence,2,
2020-05-11,10:30:03.1500,DecisionAcceptAllInput,NA,1,1,1,NA,NA,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,1,1,0,25,1,0,8965158,1,Accepted,KeySequence,2,
2020-05-11,10:30:03.1500,[gameevent],Feedback,1,1,1,Success,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,1,1,0,25,1,0,8965158,1,Accepted,KeySequence,2,
2020-05-11,10:30:05.9152,InputWindowOpen,NA,1,1,1,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,1,1,0,25,1,0,8965158,1,Accepted,KeySequence,2,
2020-05-11,10:30:05.9152,[gameevent],NextTrialStarted,1,2,2,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,1,1,0,25,1,0,8965158,1,Accepted,KeySequence,2,
2020-05-11,10:30:06.1311,KeyDown,NA,1,2,2,NA,NA,NA,NA,1,3,NA,H,0,0,0,CorrectKey,H,K,3,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0,4,1000,2,1,Running,NA,1,1,0,25,1,0,8965158,1,Accepted,KeySequence,3,
2020-05-11,10:30:06.2479,KeyDown,NA,1,2,2,NA,NA,NA,NA,1,3,NA,K,0,1165681,0,1165681,1,CorrectKey,H,K,3,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0,4,1000,2,1,Running,NA,1,1,0,25,1,0,8965158,1,Accepted,KeySequence,3,
2020-05-11,10:30:06.3981,KeyDown,NA,1,2,2,NA,NA,NA,NA,1,3,NA,J,0,266555,0,1499869,2,CorrectKey,J,None,3,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0,4,1000,2,1,Running,NA,1,1,0,25,1,0,8965158,1,Accepted,KeySequence,3,
2020-05-11,10:30:06.5814,KeyDown,NA,1,2,2,NA,NA,NA,NA,1,3,NA,L,0,4499104,0,1833555,3,CorrectKey,L,None,3,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0,4,1000,2,1,Running,NA,1,1,0,25,1,0,8965158,1,Accepted,KeySequence,3,
2020-05-11,10:30:06.5814,KeySequenceStopped,NA,1,2,2,NA,NA,NA,NA,1,3,NA,NA,0,46672,0,0168096,NA,NA,NA,NA,3,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0,4,1000,2,1,Running,NA,1,1,0,25,1,0,8965158,1,Accepted,KeySequence,3,
2020-05-11,10:30:06.5814,[gameevent],InputAccepted,1,2,2,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,1,1,0,25,1,0,8965158,1,Accepted,KeySequence,3,
2020-05-11,10:30:06.9150,InputWindowClosed,NA,1,2,2,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,1,1,0,25,1,0,8965158,1,Accepted,KeySequence,3,
2020-05-11,10:30:06.9150,[gameevent],Feedback,1,2,2,AssistedFailure,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,1,1,0,25,1,0,8965158,1,Accepted,KeySequence,3,
2020-05-11,10:30:06.9150,DecisionRejectAllInput,NA,1,2,2,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,0,5,1,0,25,0,5,0,9598566,1,Accepted,KeySequence,3,
2020-05-11,10:30:10.8479,InputWindowOpen,NA,1,2,2,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,0,5,1,0,25,0,5,0,9598566,1,Accepted,KeySequence,3,
2020-05-11,10:30:10.8479,[gameevent],NextTrialStarted,1,3,3,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,0,5,1,0,25,0,5,0,9598566,1,Accepted,KeySequence,3,
2020-05-11,10:30:11.0315,KeyDown,NA,1,3,3,NA,NA,NA,NA,1,3,NA,H,0,0,0,CorrectKey,H,K,4,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0,4,1000,2,1,Running,NA,0,5,1,0,25,0,5,0,9598566,1,Accepted,KeySequence,4,
2020-05-11,10:30:11.2487,KeyDown,NA,1,3,3,NA,NA,NA,NA,1,3,NA,K,0,2166727,0,2166727,1,CorrectKey,H,K,4,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0,4,1000,2,1,Running,NA,0,5,1,0,25,0,5,0,9598566,1,Accepted,KeySequence,4,
2020-05-11,10:30:11.3817,KeyDown,NA,1,3,3,NA,NA,NA,NA,1,3,NA,J,0,3500474,0,1333748,2,CorrectKey,J,None,4,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0,4,1000,2,1,Running,NA,0,5,1,0,25,0,5,0,9598566,1,Accepted,KeySequence,4,
2020-05-11,10:30:11.5817,KeyDown,NA,1,3,3,NA,NA,NA,NA,1,3,NA,L,0,5500869,0,2000394,3,CorrectKey,L,None,4,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0,4,1000,2,1,Running,NA,0,5,1,0,25,0,5,0,9598566,1,Accepted,KeySequence,4,
2020-05-11,10:30:11.5817,KeySequenceStopped,NA,1,3,3,NA,NA,NA,NA,1,3,NA,NA,0,56669,0,0166031,NA,NA,NA,NA,4,Correct,Fast,Accepted,HKJL,ClosedByInputThreshold,0,1,0,4,1000,2,1,Running,NA,0,5,1,0,25,0,5,0,9598566,1,Accepted,KeySequence,4,
2020-05-11,10:30:11.5817,[gameevent],InputAccepted,1,3,3,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,0,5,1,0,25,0,5,0,9598566,1,Accepted,KeySequence,4,
2020-05-11,10:30:11.5817,InputWindowClosed,NA,1,3,3,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,0,5,1,0,25,0,5,0,9598566,1,Accepted,KeySequence,4,
2020-05-11,10:30:11.5817,DecisionAcceptAllInput,NA,1,3,3,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,0,6666667,1,0,25,0,6666667,1,135072,1,Accepted,KeySequence,4,
2020-05-11,10:30:11.5817,[gameevent],Feedback,1,3,3,Success,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,0,6666667,1,0,25,0,6666667,1,135072,1,Accepted,KeySequence,4,
2020-05-11,10:30:13.8653,[gameevent],BlockEnded,1,3,3,NA,Win,1,0,NA,NA,M - Perch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,0,6666667,1,0,25,0,6666667,1,135072,1,Accepted,KeySequence,4,
2020-05-11,10:30:17.1491,[gameevent],HookMoved,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,4,1000,2,1,Running,NA,0,6666667,1,0,25,0,6666667,1,135072,1,Accepted,KeySequence,4,
2020-05-11,10:30:17.1491,KeyDown,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,DownArrow,0,0,NA,WrongKey,H,K,5,Mistyped,Fast,Accepted,HKJL,ClosedByDeadzone,0,1,0,4,1000,2,1,Running,NA,0,6666667,1,0,25,0,6666667,1,135072,0,Rejected,KeySequence,5,
2020-05-11,10:30:17.8815,KeySequenceStopped,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,0,75006,0,75006,NA,NA,NA,NA,5,Mistyped,Fast,Accepted,HKJL,ClosedByDeadzone,0,1,0,4,1000,2,1,Running,NA,0,6666667,1,0,25,0,6666667,1,135072,0,Rejected,KeySequence,5,
